20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
32 87 0 1252
63 -38 0 1
10 9 11280 1634
74 -72 0 599
-53 90 0 112
-236 -86 4423 173
-137 198 1528 1
158 34 15134 1
50 2 10434 1
-45 -71 3189 1179
121 -117 5309 1
118 157 0 824
87 246 756 1
-115 82 0 1
-181 -33 3404 965
11 -54 9896 1023
-71 -93 2503 1
-61 45 5296 870
9 -107 4744 889
21 23 0 513
-53 -82 1837 1490
16 -99 5512 68
-158 89 4194 1
-35 -13 0 1
151 59 6988 209
145 -2 8560 1246
71 183 5221 1
-158 2 2645 1
6 158 11633 596
-46 92 1974 1
76 -49 7468 696
-150 -47 7615 500
212 -25 3845 1
70 -16 6664 1193
146 12 6657 1
12 66 6178 1
-4 117 0 1
-104 -7 11361 1
-29 -137 3324 1
0 -7 11245 1400
93 -104 29 1
4 89 9432 1
-9 -96 12447 875
100 -8 2098 1
-148 -48 5141 1
-124 22 3966 1285
-29 83 180 1345
26 105 4392 1606
-19 119 1789 885
-47 -93 6646 1
137 5 1649 273
155 -172 3736 1
1 -44 9388 1
271 89 1607 1
-62 34 8110 1
132 113 8890 1
-55 10 11153 504
61 -96 7505 136
-59 3 6759 1
30 -153 0 801
-37 61 15446 426
-69 -14 0 264
98 -149 1551 1
-131 67 9940 1
-29 112 9 602
-154 5 2744 331
-41 45 6251 1
41 -70 10493 471
-198 11 6462 1
-79 12 2237 1918
156 -19 0 1136
40 -66 78 1
-56 88 4078 1
65 -94 1902 145
301 -1 16193 1
99 215 6386 1215
-21 31 13784 275
99 109 4129 1499
-144 -29 11471 1
-51 -92 6212 2165
112 -105 2168 2307
-156 120 0 1
97 -98 10456 11
44 45 4557 903
-11 102 3153 1
-24 -138 1314 1
-57 -143 1620 875
87 -75 0 1466
-8 -127 7387 1
-142 31 3758 1
68 125 9120 1318
-60 38 2877 1
-7 14 13896 875
-93 94 211 1
67 144 5320 1
-68 70 0 1
94 -11 231 290
-170 -54 4432 1
-71 126 10273 1
-40 -19 4092 454
-35 200 9698 1
124 -153 4541 1574
51 -223 109 1
-144 84 6798 127
-6 -58 11364 1
-9 -49 7329 1
17 -67 0 1
37 160 6391 885
65 107 0 1698
141 -74 13756 1
-71 256 6009 571
-55 -69 15138 1092
-15 64 11035 681
-42 -102 7427 1
69 90 2351 1
65 -71 6817 1
28 110 15001 1643
135 6 5004 1
-127 -230 4566 1177
-1 152 11322 1
-142 -9 15442 515
33 -93 0 1
-119 -105 13618 1
-80 -84 0 1
0 -179 9531 623
-89 -92 496 1
223 -40 9966 1395
119 46 14254 1064
-73 -119 0 1
115 71 1253 1
111 -45 5143 1
-48 48 10914 295
-61 53 697 1
296 -60 12758 815
99 -26 8976 537
-104 -82 0 692
-46 18 0 1329
-87 -126 6774 1
35 14 9419 2091
-82 52 2952 1
177 71 7058 145
82 -57 2716 1001
-161 98 9598 1
153 -7 0 883
-164 119 13848 263
204 -26 0 1
147 -131 0 143
-17 59 4328 1
-81 73 3964 767
32 -140 14495 1
-58 -17 12088 1002
-69 -175 0 1
95 157 982 2308
-1 -167 0 181
-184 -158 0 1
-97 -257 1014 1
-252 -90 4917 1
73 118 540 1
-25 77 1226 1
61 174 7382 1
-12 64 8023 245
124 65 668 1194
85 -119 5384 114
220 97 4494 1041
148 81 11208 2074
173 -88 251 708
24 -131 11858 519
-10 -39 9142 1
-67 -36 3522 584
-28 0 5643 342
123 101 6173 1304
48 -96 0 892
77 16 0 452
-87 68 0 1
105 55 10803 1
10 22 3044 1442
64 -68 0 804
-139 -94 1644 221
56 -72 14375 1
34 107 2178 1
-56 216 6740 788
47 45 7189 1984
-139 -152 2655 1
35 0 4723 1846
-28 91 4846 1
-73 -24 7999 1068
239 -11 7579 724
178 -23 6396 1
49 -147 0 1
48 112 0 1132
21 88 1237 2389
8 -135 7484 371
-140 103 0 1
235 5 2921 990
-50 -19 0 1
35 -29 0 1
36 -20 2834 1
-106 -1 9027 1509
83 67 8206 1
63 120 6003 891
21 -139 5271 144
-90 48 13390 1
49 230 3110 1
-41 20 5350 1
153 34 10845 259
11 115 6039 321
40 -124 5884 1
49 -59 1791 536
-17 -19 11327 180
-158 -28 17362 490
-9 112 18023 408
-35 28 2104 1831
137 -79 5254 275
-51 228 3344 428
-218 8 9613 1
1 100 0 356
-6 -55 7708 1
-109 31 11239 1
-38 -10 16787 1
-169 21 9238 1
136 53 11171 1
-134 164 8135 674
-231 89 5452 405
130 -68 6142 1604
162 -3 0 1
-49 -39 0 268
-69 -134 9649 887
31 75 3542 953
-87 -51 15632 1180
75 -47 0 1
-173 -40 6025 229
94 -103 12358 1
41 117 5392 1
31 0 15208 1059
251 -107 5811 1
-30 -91 6299 1
-296 83 0 1
29 92 6061 77
10 14 13481 17
-164 -71 797 1
-4 16 1911 395
-146 175 0 1
-139 42 33 1
52 -62 12703 1
86 -63 10129 2146
0 51 5271 1097
103 -118 5942 1
-85 -75 1575 1
2 -27 1260 1
-22 -45 7103 1
-62 47 0 1
-22 -199 1774 1270
0 27 4742 1
41 -26 8342 1
-30 169 3703 248
-237 -43 4506 1
122 -245 0 58
-123 -170 5626 279
173 -35 3557 1036
19 -62 8209 1539
-6 65 0 588
23 -45 5163 1
-68 -26 7391 449
15 116 3187 1871
215 -49 0 110
101 39 0 686
139 -53 5488 365
46 -103 2253 1
-215 21 997 256
-39 58 6735 976
-18 -82 3323 51
-3 50 7425 627
-132 -141 7490 1
-61 18 640 1
-108 -96 1424 1
-42 -33 13274 1
3 -93 12138 1
-42 -105 0 320
39 110 4088 718
181 36 2257 262
54 200 7361 618
-39 -206 0 788
120 129 8557 371
-120 -12 8551 1
80 -22 2326 270
128 -10 1098 409
128 -84 0 1
40 157 7040 211
-77 -24 9220 2692
-90 -192 3752 1149
-21 -147 2939 1
-16 56 2241 1069
108 -62 8224 380
126 44 12984 2467
12 -264 1616 1
-67 101 15916 1815
239 3 3159 1
-34 -173 8066 1
108 -117 0 889
-123 -29 14079 1
147 -8 358 1
96 97 0 1
1 -120 0 1357
-86 -73 7 1
-13 -30 3784 130
-39 18 8864 1231
-23 -104 8971 443
59 -64 2472 288
-126 70 7239 398
-96 -120 7419 1896
37 -13 0 661
102 -73 10333 1
-127 104 9097 581
-28 -21 9021 1
93 -22 3173 1234
170 121 6004 1
100 -107 658 683
3 6 12355 1
151 26 10193 1
97 -22 7117 861
-17 74 5087 1926
-160 -47 11285 72
98 58 0 1
-135 -53 1984 1
20 13 6526 1
-125 -85 0 1149
15 5 6874 1587
113 186 5399 1
-110 -25 8355 1899
114 -50 11004 1
-141 -75 13925 708
12 -133 4825 1459
194 72 10717 1
-35 49 13883 1572
-5 72 6508 1
-155 143 0 658
50 -23 3336 1
81 -79 0 1337
-63 -51 11614 1
151 53 0 377
188 -248 0 1
-44 -11 1153 1275
-45 -186 14556 1
-131 -156 4694 1
194 -15 2586 322
1 188 4547 641
98 -102 9184 1
105 -6 4903 1
45 -123 4450 1311
-51 -68 9014 1
-103 67 0 1029
-155 83 6140 1603
17 2 1762 976
-168 53 3936 783
-5 219 4963 777
102 -54 2328 1
-73 59 2959 1
-31 32 0 1
-125 40 11454 1
-56 -6 11768 1114
52 -115 8429 615
-93 86 1417 1
-6 -140 4328 67
-54 -59 8475 137
-54 134 0 4
-24 -62 8963 1
81 91 6352 234
22 129 0 1
136 15 5515 1444
-119 -7 4839 724
24 -42 9966 1
28 29 0 1525
-22 203 9253 258
67 215 0 34
19 116 0 1
4 16 0 1
85 -127 8294 338
133 11 0 1
-25 53 10656 1
-48 -125 5203 2026
-141 88 8515 2208
-43 -4 8591 1642
146 52 6236 1
37 65 8861 1
15 89 1997 1
-8 -133 9235 1962
-85 15 6371 1008
-8 6 7725 1
-140 3 6429 718
100 243 12979 54
-8 28 612 1
132 21 2285 1
96 -68 9508 1288
84 71 10128 1
33 7 9753 1
3 47 9613 1
-24 74 0 1
-138 144 1997 1
107 109 3160 104
-126 9 0 873
-73 -159 14596 1
-48 115 0 1
-28 -25 2169 1
-29 -26 0 168
-53 -78 10456 1
70 164 502 1
-30 -14 10318 115
-101 83 0 142
13 125 14815 1
142 19 2148 1
125 199 0 1
82 93 10721 1775
-89 226 10377 479
60 -51 8980 1166
77 6 5543 1006
223 -26 4342 1
44 -98 10501 1
53 152 13169 1
-209 11 3947 463
5 -5 0 1
-87 -64 3659 150
-111 -187 1750 1456
-109 -38 1977 667
-50 -98 12825 221
154 18 5863 1
-159 32 0 232
-118 -1 10345 1
39 -112 0 615
-12 5 19712 1
106 -147 6468 761
59 58 227 1126
127 35 808 62
12 -54 0 1020
72 244 5116 1
65 137 868 1
-3 11 6911 53
-138 -62 1742 919
-107 98 6663 289
-114 122 8311 481
82 -174 1429 616
18 -175 10039 1
-159 97 4365 1
-44 48 4525 118
-137 -119 7841 1
-142 69 10060 1
-173 78 11162 310
-69 17 7998 1
88 -97 9315 1
-123 53 0 830
-66 119 11442 307
193 -134 4062 382
12 -46 1796 1
-116 47 0 1
61 -124 0 841
-131 -44 696 1
-165 157 0 1
65 140 0 1
-81 -46 11360 985
232 151 3496 1353
-58 -25 1463 1
-94 -6 3812 563
-91 106 3856 1097
5 31 5827 1
54 89 6908 1
57 187 2317 1
-51 -94 7418 2134
23 -31 0 217
3 176 2653 16
51 -102 11134 494
129 -22 3688 2091
2 -55 3633 1801
-15 17 2793 172
-30 81 9357 1
64 75 8384 1598
157 4 4012 1376
-38 69 4499 1151
77 -24 5166 211
34 -39 0 1565
-260 57 0 366
-75 -118 4978 1
-2 97 0 2183
160 -6 1830 1
-131 -99 5148 1238
-30 -15 6140 1
-45 74 8796 1
-126 -160 7840 1
-51 -105 12510 594
96 38 0 81
-41 -114 6031 1
-22 54 6892 1
-32 110 0 1
-65 86 1633 1
118 113 8484 2706
157 85 13163 813
163 -60 2431 307
87 50 0 2
-26 -16 397 104
65 -178 10363 1
102 -71 7945 823
-168 -131 6268 1
80 -151 5002 1109
-27 13 0 1
90 -157 4198 1
88 -205 17550 1744
-12 71 8300 419
-139 215 6049 512
-30 -158 0 194
-157 -54 2564 1
64 -144 8169 1
-5 -35 10489 1
17 -24 7204 1
177 -59 3413 1
98 -15 5172 898
-88 42 6856 1
15 -58 7898 1
170 108 4731 1
153 -126 9355 1
-102 -27 5383 1
12 -6 1496 1
18 -133 354 1
49 -14 0 224
-34 206 8655 311
40 96 3470 812
17 -78 2734 1
-71 -197 7598 1
42 -106 4415 1
46 -69 5889 1
-65 -101 4073 522
-146 -7 2899 1
-104 124 13073 571
-6 -166 951 467
40 86 10854 1
-5 -82 9580 1042
-172 -226 16932 1
-178 -74 5980 970
8 139 3359 1580
-40 -136 1634 1147
-43 15 9140 109
-97 73 9132 356
149 -13 5068 229
-93 -41 4467 1
0 -57 7565 1
-86 67 4316 1794
-159 75 8199 283
-39 -72 17043 1181
81 -70 2634 967
31 5 2562 794
136 89 7633 1
58 -108 0 1
-71 36 1231 1534
-167 123 6303 1142
-143 -50 1988 1
41 -60 1107 610
145 -66 13241 1354
-72 -31 15726 1
102 105 5140 1
26 53 885 1
94 73 5115 480
33 -77 10823 1156
51 -35 11218 1
-258 -26 8744 371
80 -162 5190 1
-60 148 1976 857
34 -165 3100 1109
173 -8 252 2106
-99 -34 1930 121
10 -31 6651 1
-11 -184 2192 1367
-97 31 1555 141
35 29 2264 89
79 -168 563 1
8 89 3295 111
53 53 3692 1021
-18 36 0 1
-110 9 14248 1
-110 162 8764 1
189 89 0 37
-147 -188 0 392
-97 -144 17122 1
138 257 10175 1776
-35 -10 1879 1
47 -12 6560 1697
-102 -73 10052 2605
261 13 9832 542
91 97 0 1332
-6 -127 4559 1
-11 77 8531 1645
-56 128 11204 1593
-83 -15 6452 2187
-174 -94 3261 1
10 70 4951 75
23 -36 4954 500
-43 99 10034 2555
-70 -117 0 1
-44 -72 2161 1
13 16 7847 1361
173 76 13150 1242
-5 60 1316 1
3 13 13090 79
131 -100 4388 1
49 -221 2100 1
-72 -139 7651 287
-112 106 3306 1
41 -123 15973 1
175 110 0 1885
81 0 11102 1
-198 96 12783 580
-18 -142 0 1790
63 87 1482 926
-134 -109 6240 370
90 40 6325 34
-88 -110 2847 661
-69 -37 0 1
-129 70 6237 568
78 -47 5537 1232
71 25 4537 1
44 -14 2080 607
76 -98 2905 66
-27 87 15778 1
-76 -87 5150 1351
-62 137 10013 1776
-124 -54 9178 458
22 -107 9456 694
-25 59 9141 1
12 -57 0 671
3 -86 0 525
83 0 8125 1
-93 -21 165 1
290 -28 9863 887
-141 81 12397 1
-79 -54 6153 1
-104 56 13613 1
21 121 0 1
18 91 0 219
-22 62 0 1
-9 -64 0 179
41 -26 9090 1
97 -105 979 1133
-67 63 6886 1
-176 69 4587 996
132 76 6062 1
118 -70 5594 1
-93 58 9433 1
134 164 3249 1990
-145 87 7268 1
115 46 7409 1
17 -104 5221 1
-38 -172 1672 417
68 -96 1310 1
125 -38 0 1130
-13 115 41 1
214 -21 3239 1
85 36 4057 1
-15 -50 0 195
8 152 9682 1759
-34 -58 11207 1635
-147 94 0 1
-66 -4 0 226
2 126 0 2863
-120 228 6777 1
-127 183 6818 712
18 207 4775 219
32 43 9363 494
0 51 6420 1
-46 168 5605 1
-78 14 8174 1
71 -162 2742 1
-98 11 0 1
-65 -28 0 675
-71 53 1827 1
137 -63 9462 1
-45 81 11492 1313
-1 299 11938 1
13 43 877 1
-196 97 7431 2388
-226 102 4543 598
-13 20 53 1378
122 -106 3377 1
14 -2 18752 486
-59 51 13174 1
5 -94 591 1
-159 33 12620 849
86 95 8132 1
-182 105 5850 1
-4 75 2873 120
27 105 7196 1
-3 -91 5969 794
-39 15 9598 1
132 -16 3083 347
249 106 11440 247
19 57 6994 522
167 -94 7665 1
-20 -144 9286 1213
-156 97 10118 679
-115 -230 10709 1899
91 2 6619 1985
38 -138 11386 615
-73 -53 8407 1522
67 38 0 570
38 -104 1215 5
52 -162 14653 1
-16 48 8536 1
113 221 4272 1
-129 -13 0 706
53 -136 7972 1
-142 -154 12569 1444
-232 144 7448 1
-11 -78 2325 1
124 63 4903 1530
-15 82 3179 387
159 107 4883 1076
103 -59 5874 1
83 107 8453 843
-61 98 5134 1260
-9 -7 1352 1
107 -78 10863 1
-2 -72 663 1
48 -62 10462 1
178 -150 2402 1
-20 56 9881 624
104 -119 6079 38
155 -188 3424 1713
1 14 8261 507
-109 29 5055 1
55 64 4685 33
-140 61 5917 1
43 -257 4042 1673
141 11 7327 709
31 -22 10845 498
-199 -42 3921 1
75 50 7758 541
88 -5 7886 1148
-83 115 4928 1
48 35 6802 1
-105 -120 2691 494
6 -152 0 51
5 135 8997 1
198 -122 10708 27
65 10 8459 1128
-94 -184 4651 681
-64 304 2511 1
133 -69 12853 1
11 196 8043 1
-122 125 911 1004
-216 -4 8091 1161
136 -9 0 1
-203 -77 7109 1
-14 -154 4566 206
-21 122 6854 890
175 121 1557 393
-285 -107 1248 1361
-63 79 457 1
38 58 813 1
-32 15 0 950
74 100 3952 96
63 32 5371 868
-151 16 2185 732
-49 122 15208 1760
128 -108 5650 705
-209 125 4230 1
-124 -2 1766 260
67 -89 8799 1
-63 117 4341 1
-15 -69 1833 1246
-32 44 965 1
-2 -45 103 1
-37 55 10029 1
35 -17 6117 1
-10 -132 1787 1
34 -129 4500 861
-25 -104 7873 1
-100 156 14493 1
-38 -34 1540 1338
194 -111 5970 294
-81 50 2965 584
38 18 5016 1
-9 -277 2930 1
272 2 9109 1
89 -188 0 1
-8 147 0 1
9 -94 6116 1
-54 133 0 219
107 21 12044 1
11 -5 4188 1
68 117 6616 457
-55 23 8583 377
96 -22 3191 277
-74 -125 3854 332
-1 -182 2695 253
-22 -164 1416 2205
37 135 8719 1
151 -1 9736 710
-128 153 2164 1
72 22 12682 1095
160 18 2690 563
-27 -150 0 1
16 184 4400 1
10 -10 5205 1317
-108 43 4053 1403
-101 10 14543 1
137 -52 95 225
-52 37 4938 476
171 21 8362 1
-55 -42 8963 1445
73 88 3809 743
-154 -86 11279 1
75 -39 9883 1
53 200 1180 679
103 32 7913 1065
17 -130 0 914
12 48 6669 1728
-175 182 0 1
78 61 20218 255
97 1 8048 1001
-2 1 1373 1
-47 150 12888 582
2 -46 4129 1424
97 107 0 630
85 -81 6719 1
77 -139 260 1154
-129 190 9767 1
-124 -101 8995 1
-23 185 3696 17
59 9 8222 867
0 56 5305 390
-175 49 7414 1
-104 -78 4296 1
66 7 4167 1
-56 -80 0 1
173 157 6970 1
-134 -132 2081 340
5 43 0 1271
-7 -33 3049 1011
28 -95 8132 1
-116 20 4393 2057
-132 -130 7560 1
2 53 6777 2144
13 -102 2493 970
-17 -46 0 1
277 45 998 1
84 0 12942 1
-158 24 5861 1
-53 19 13354 166
74 -25 0 2054
175 -77 12463 643
-66 -49 1355 676
-22 105 8165 188
33 35 2093 1
-106 39 6050 211
41 8 7065 1
-74 75 9299 1
145 182 0 1
68 -99 114 1
-115 8 4238 230
11 70 10411 23
-36 64 11780 566
-5 54 2866 1
13 27 5050 1
26 69 326 540
-45 -98 3660 491
-99 117 5657 165
-55 119 8625 1
-106 -5 14524 1
-212 -15 5203 1
-44 -111 6860 1
-34 -62 0 763
-37 -101 8908 1849
-5 41 5773 194
-142 -6 2641 1
167 -21 998 1
149 -263 3097 1
-9 130 0 1755
-15 -26 12211 1735
76 -36 6793 87
-231 -22 0 295
49 -73 0 1
-13 36 0 1
128 82 5035 1875
-28 -52 5756 497
78 52 4985 813
138 -40 0 281
18 1 6876 242
11 117 11445 436
-73 -31 4922 1
-92 100 2619 1
134 147 3390 1148
140 -186 4872 226
44 6 8510 846
-71 20 8060 602
-28 118 14075 2087
-94 67 20568 1
71 -84 10242 1
141 -12 13017 1
6 73 6397 522
-136 -105 5037 1
53 162 1251 1
-221 -76 1709 1
-82 80 6835 801
117 41 16861 533
-87 0 0 509
99 6 0 144
-126 32 6090 1
-152 28 1413 1
-114 -165 0 963
-51 -126 0 1099
82 -81 1985 1
-124 -52 13280 830
-84 -154 2537 1435
-110 -42 0 1
147 59 0 372
43 50 0 88
-14 -76 9067 1
85 -130 0 144
-4 78 11564 1
121 5 7404 1
68 208 9093 172
83 -8 2453 522
-182 3 2290 1
-138 -22 4798 683
12 18 11088 599
-94 -19 6776 1037
117 68 2585 589
-45 -163 2857 1
-15 105 2198 904
-180 97 0 1
-128 118 8985 61
-70 21 7387 1
56 -268 3067 1264
35 223 0 114
-70 38 8974 1
130 -30 2546 625
-33 -35 3880 2587
-16 -106 6948 1308
15 33 0 733
43 6 9988 1194
42 -156 0 1
-11 174 0 1759
-170 86 4191 166
-40 -45 0 1
-84 56 5962 1
67 -92 8415 360
20 22 13838 1190
175 247 7440 1
-160 138 4895 831
32 85 865 688
15 74 2528 1
-46 64 5892 1101
-35 -24 3638 925
-109 -62 7009 1
75 -188 0 5
162 -79 0 1
132 183 3210 1
-8 -57 12675 1
150 -153 0 1
157 -52 4500 429
93 75 5912 1
-116 49 3836 730
97 15 9837 1
-143 65 409 190
-7 -159 0 1
5 -17 7128 2256
22 -20 7416 1
152 11 0 280
-116 29 1615 1
64 -90 8537 1
61 116 0 1
-220 149 9657 554
-45 -144 10695 56
33 -32 4317 1
132 -12 11763 1192
-97 178 6400 1
31 -206 1479 1
-12 -117 9684 1
-162 -52 9398 1
105 -131 3152 1
-99 -84 8220 1
157 -23 2402 1217
-63 -72 664 1259
10 -53 10407 1
-67 48 2281 745
86 -5 0 598
-34 -18 5578 1034
131 -189 761 1726
0 255 7938 1
162 -185 10667 1
-115 81 5615 1
-50 96 11483 150
-175 -81 8936 2407
17 -218 13461 1
-14 -72 11008 1
16 222 0 1
118 57 3858 1491
-114 -185 9851 1
74 169 13738 246
-96 12 4768 1
-73 -85 0 796
-203 -103 3172 341
-36 113 3269 105
-73 -21 10218 633
94 -170 0 1
-82 80 6561 1
104 -49 7477 2295
105 -18 10012 898
-239 -49 6275 895
-156 -87 0 1
-48 -151 0 899
122 -151 12751 1
-3 181 7951 1729
-237 51 8315 1
-53 -66 4331 423
32 29 11325 755
-58 105 13007 1
78 -13 1742 314
-60 -71 7261 1
-84 16 0 283
-39 99 14247 129
33 -147 3535 860
64 -25 5388 11
-19 -243 12716 118
-52 -51 3733 1
24 -8 7696 1
10 56 6399 1
-2 -31 0 1
64 30 6679 1
-13 -6 11839 1
118 63 9337 1
-117 -118 4256 30
-54 68 9195 129
7 -40 9770 1
31 -110 0 314
-12 -67 1052 597
-53 -139 0 350
-103 -93 0 1
96 192 0 1
24 -55 0 19
60 -4 0 1
12 47 0 1
34 74 2779 1399
-121 30 0 1
-78 -73 1768 515
-32 -314 4388 570
-107 -176 0 567
-34 5 9181 91
-45 -14 0 274
-181 -70 7193 1
-292 -41 4528 1
144 101 1166 820
108 -75 6644 93
114 99 0 1
128 138 11389 1
32 133 7391 1
-24 112 3825 1
141 136 11715 1
-70 -104 5543 1106
249 69 0 1
-144 48 0 1213
-43 -30 1216 1
-19 81 2631 1
-57 -135 0 1648
-48 70 10152 885
-102 179 7797 71
-17 -53 2365 1
-17 28 7545 1
37 -15 2628 1070
-87 142 6237 1
-162 -115 4527 1
62 48 2295 1
93 -76 221 1
-28 -40 6627 156
-35 -64 5712 1
-43 300 0 1
129 18 6919 665
-35 2 2124 1
77 -40 5777 2530
63 8 2713 452
-52 -68 2758 417
-70 -19 4373 523
67 -200 2005 1577
113 -144 9703 1
-54 110 7691 987
3 5 0 1
42 85 1983 1352
218 91 2925 1
-72 -214 9432 491
-52 -103 1499 1
-174 -20 6168 1
60 15 0 1
-161 66 7172 1
8 39 6642 1
122 -102 9808 1
-47 8 5973 522
3 25 3693 967
124 -19 0 1
21 -43 0 604
-11 76 883 1
103 28 2871 1
-26 -5 4180 958
-30 295 3479 1
-35 26 0 1
4 -164 3906 1181
70 -166 7180 193
-65 -11 10811 1
82 -112 5068 1
-95 -38 0 1
-46 110 7003 2610
-226 123 10232 1152
-12 128 5211 1794
13 -5 12023 1
-93 -53 10636 1
-11 -123 0 1
-95 -119 7517 1
239 -25 3103 1
-95 -52 15430 1
-48 -151 0 1
63 -9 9290 1
-215 92 0 737
-92 -10 6046 1
29 76 8884 1220
9 -3 0 1
-101 -39 11137 1686
-82 -20 10359 702
-215 -18 0 1
-129 60 0 42
102 -80 7611 857
-10 -2 1702 1
-98 -24 5256 236
-38 39 8422 2539
42 0 0 1
-40 -11 3455 385
56 -7 0 1
79 76 4671 1
-109 -205 6216 498
23 -30 4770 1
-108 93 0 13
90 134 8069 985
137 82 6008 1
19 0 2623 1073
-5 -70 15698 1
9 25 10631 403
100 39 6170 1
3 -102 0 1
60 158 631 1661
-154 72 532 1
-63 9 14863 1141
85 64 10517 1115
-130 -49 6416 588
164 -3 8004 335
84 -115 3619 1
-78 72 8273 271
194 -107 4131 77
-70 -18 3215 1684
159 -114 1720 1
-60 74 17738 1
59 22 4056 37
-30 127 2025 751
-58 -60 4595 236
235 29 3414 1
50 26 9282 79
143 -144 0 721
-75 68 1162 93
36 0 7205 1379
76 146 10714 1
-127 40 2960 1
110 -75 9153 1
34 154 9050 906
34 246 715 1
-223 97 8344 1
-91 -224 0 1
103 82 863 910
-22 -31 0 939
-15 -69 0 1
168 -112 2082 113
-148 89 7570 1001
-68 71 6185 335
-17 -55 0 1
85 134 9220 598
-67 213 2362 400
-98 -97 2821 607
-62 -13 9877 1
155 -101 6175 1107
51 -57 10358 282
-60 62 5123 544
156 13 0 1
53 -46 2277 1
68 117 11555 1379
-33 -191 8736 87
-184 -60 0 1636
18 46 2035 1683
84 48 4394 1590
169 7 11544 1
-125 -60 3469 1
19 0 4877 1
-132 -137 6777 1
-40 -78 6003 665
-152 42 0 958
-21 -138 6251 1254
2 70 1142 1
-131 -150 13248 761
62 46 4281 1
59 -181 4873 1693
36 72 2646 666
-195 74 1519 1
125 -261 7741 543
19 130 1476 1690
-14 110 0 1
-61 -49 10693 1860
-49 -53 5872 269
-76 140 11502 1449
85 -94 2710 810
-60 164 5695 1
-83 -6 4281 1258
100 217 4483 1252
-158 116 2066 1
13 -70 11524 1
-59 27 0 407
-6 210 10510 1223
5 56 9663 1
123 205 11458 1
-16 -96 1411 713
3 19 5258 1
7 -200 2383 1
-60 78 1174 715
95 -89 2767 1
55 -83 7597 1
-62 -38 0 256
-209 -15 14129 573
-93 11 3834 35
-110 72 4574 1152
-82 -55 5613 418
-54 144 0 1164
-42 89 9520 1101
124 114 9613 1
153 84 10800 53
-16 -40 9864 1461
212 -105 4892 1
-187 -26 8649 1
18 -164 10381 2527
119 -44 7881 507
154 -31 11672 1
19 23 2904 1996
-56 -22 10474 1
45 -44 2284 1496
57 11 5243 141
28 -80 1369 1755
24 94 2482 32
-79 24 0 1
33 63 5510 1
-161 157 0 1
-49 89 13851 1
-54 -97 0 1041
260 -91 0 438
57 4 9335 527
178 -145 12813 1
-29 215 3588 2875
-110 -24 6588 244
-100 -74 0 137
-30 -80 0 1
105 42 0 1132
131 -23 0 1
-147 40 10750 1
84 -25 6932 2353
-185 -74 181 5
-48 -26 6842 1
-11 71 6127 1656
124 -85 7766 1
92 -130 5342 13
1 -141 7731 1
-21 40 3591 409
8 -36 4309 1
-9 -48 14068 922
-96 -114 262 792
-25 35 593 917
-53 -86 8163 611
-143 -32 4546 1
-129 -132 9564 1
122 39 15516 1
61 -3 10454 1
-115 70 0 1
86 -103 7662 1
70 -58 8013 15
-15 -114 5849 572
73 59 9842 1
1 -74 1464 106
-54 41 6746 1373
-37 55 3051 209
-4 120 6629 1
65 10 607 593
-111 69 0 753
-67 135 752 1
-81 41 4626 225
61 117 0 1273
-49 -43 0 1992
-67 79 0 1
67 -140 20741 1599
-22 -2 3524 1504
-44 -39 17205 1
18 -10 0 99
89 -12 0 624
-97 -144 11213 182
-151 -75 11381 528
77 52 4197 518
-49 20 7353 143
138 31 2717 642
-145 -28 12109 735
-5 48 7010 777
6 -20 3129 1
-73 53 4002 473
0 67 7353 1247
-88 93 0 1193
-242 16 2233 279
34 -38 2417 822
73 -113 4837 1626
-44 -87 1519 1
166 83 7879 1
-41 61 8604 1
-173 91 1315 1574
-120 9 2854 200
-36 -18 1829 720
-1 -24 10418 1
-3 74 1090 435
-183 156 4832 1
33 38 2033 532
14 49 7184 763
-109 119 8914 970
191 102 4072 755
-64 -111 2430 436
-104 49 5864 1615
96 118 6088 2116
165 31 8099 1
124 36 7420 1
-43 74 1402 1647
-90 -118 3384 1445
-96 -100 8395 1
-102 -67 23387 1
147 112 1021 2703
-124 151 663 1
168 29 5790 1
-114 -142 3006 1
22 -99 10879 1
-212 59 9249 1
3 -14 4922 1131
-234 49 2200 1033
-6 97 8410 2029
-117 109 12001 586
59 33 1101 1
-11 -100 9822 1
97 16 4734 522
-35 110 13914 1
150 -52 0 472
-101 -9 1786 128
-15 145 2699 178
189 25 2236 355
76 42 8548 264
194 -6 3880 988
57 295 13300 168
65 -139 8262 1
47 -34 12173 387
38 -109 2505 556
61 80 10308 578
134 103 0 437
0 -145 6882 40
-160 -70 3795 1488
165 -20 8996 1355
-73 43 6238 2547
-54 298 6003 1426
110 -56 0 179
-29 -49 1745 1
-123 -225 1067 1
115 199 3216 1
89 -19 12899 419
18 -95 1756 1
-26 -123 5809 1792
-241 53 1633 1583
-109 -82 16414 175
7 184 7505 1
154 33 0 88
293 24 3986 1
75 -5 8603 1
168 -77 920 1
53 64 3978 409
-89 2 39 538
29 39 7064 1
-63 109 10736 1
-109 -135 6678 2512
-29 217 2788 1
19 -242 8218 1
16 52 15188 424
